model_lat	er_citation_names	compilation_names	average_inc	er_site_names	average_int	average_age_low	average_int_sigma_perc	average_alpha95	magic_method_codes	vadm	average_r	average_int_nn	model_lon	average_age	result_description	er_location_names	average_int_sigma	vadm_n	compilation_ids	data_type	average_dec	vdm_n	vgp_lat	average_nn	average_lat	average_age_unit	average_age_sigma	average_k	average_lon	vgp_dm	average_n	vgp_dp	pmag_result_name	tilt_correction	average_age_high	vgp_lon	vdm
				8	4.25E-05		3.29		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					1.40E-06																8				8.10E+22
				12	5.95E-05		3.7		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.20E-06																12				1.19E+23
				13	4.24E-05		3.77		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.60E-06																13				1.08E+23
				20	4.31E-05		10.7		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			2					4.60E-06																20				1.02E+23
				23	2.18E-05		6.42		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.40E-06																23				5.40E+22
				24	2.18E-05		6.42		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.40E-06																24				5.40E+22
				25	2.93E-05		7.17		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					2.10E-06																25				7.30E+22
				27	3.75E-05		2.13		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			6					8.00E-07																27				9.10E+22
				29	4.12E-05		5.58		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.30E-06																29				8.30E+22
				30	4.44E-05		0.45		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					2.00E-07																30				1.01E+23
				34	4.81E-05		4.16		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.00E-06																34				1.14E+23
				35	3.11E-05		0.965		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.00E-07																35				7.40E+22
				36	5.04E-05		2.78		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			10					1.40E-06																36				1.18E+23
				38	4.81E-05		7.28		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.50E-06																38				1.13E+23
				41	3.58E-05		9.78		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.50E-06																41				9.00E+22
20.4834	This study:Johnson et al. 2007	TAFI:20D	54.6	Kamaileunu3				1.9	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	351		73.4	4	21.45	ka	0.04	1768	201.8				TAFI: Kamaileunu3	0		176.9	
	This study:Johnson et al. 2007	TAFI:20D	34.9	Kamaileunu2				3.4	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	0.6		87.7	6	21.45	ka	0.04	409	201.8				TAFI-PMCORR: Kamaileunu2	0		7.5	
20.4834	This study:Johnson et al. 2007	TAFI:20D	34.9	Kamaileunu2				3.4	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	0.6		88.6	6	21.45	ka	0.04	409	201.8				TAFI: Kamaileunu2	0		359.1	
	This study:Johnson et al. 2007	TAFI:20D	-37.7	Kamaileunu16				3.7	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	178.1		-88.2	4	21.45	ka	0.04	353	201.8				TAFI-PMCORR: Kamaileunu16	0		281.9	
20.4834	This study:Johnson et al. 2007	TAFI:20D	-37.7	Kamaileunu16				3.7	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	178.1		-88.1	4	21.45	ka	0.04	353	201.8				TAFI: Kamaileunu16	0		313.7	
	This study:Johnson et al. 2007	TAFI:20D	-35.7	Kamaileunu15				1.6	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	144.9		-57.2	5	21.45	ka	0.04	1920	201.8				TAFI-PMCORR: Kamaileunu15	0		295.3	
20.4834	This study:Johnson et al. 2007	TAFI:20D	-35.7	Kamaileunu15				1.6	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	144.9		-57.1	5	21.45	ka	0.04	1920	201.8				TAFI: Kamaileunu15	0		298.4	
	This study:Johnson et al. 2007	TAFI:20D	-37.7	Kamaileunu14				2.8	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	166.4		-77.3	5	21.45	ka	0.04	501	201.8				TAFI-PMCORR: Kamaileunu14	0		292.8	
20.4834	This study:Johnson et al. 2007	TAFI:20D	-37.7	Kamaileunu14				2.8	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	166.4		-77.3	5	21.45	ka	0.04	501	201.8				TAFI: Kamaileunu14	0		298.7	
	This study:Johnson et al. 2007	TAFI:20D	-26.7	Kamaileunu13e				12.4	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	155.5		-65.6	5	21.45	ka	0.04	39	201.8				TAFI-PMCORR: Kamaileunu13e	0		278.4	
20.4834	This study:Johnson et al. 2007	TAFI:20D	-26.7	Kamaileunu13e				12.4	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	155.5		-65.8	5	21.45	ka	0.04	39	201.8				TAFI: Kamaileunu13e	0		282.1	
	This study:Johnson et al. 2007	TAFI:20D	-36.3	Kamaileunu13d				5.5	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	168.6		-79.3	4	21.45	ka	0.04	162	201.8				TAFI-PMCORR: Kamaileunu13d	0		287	
20.4834	This study:Johnson et al. 2007	TAFI:20D	-36.3	Kamaileunu13d				5.5	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	168.6		-79.3	4	21.45	ka	0.04	162	201.8				TAFI: Kamaileunu13d	0		293.8	
	This study:Johnson et al. 2007	TAFI:20D	13.3	Kamaileunu13a				6	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	154.2		-52.1	5	21.45	ka	0.04	129	201.8				TAFI-PMCORR: Kamaileunu13a	0		246.5	
20.4834	This study:Johnson et al. 2007	TAFI:20D	13.3	Kamaileunu13a				6	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	154.2		-52.8	5	21.45	ka	0.04	129	201.8				TAFI: Kamaileunu13a	0		249.1	
	This study:Johnson et al. 2007	TAFI:20D	14.9	Kamaileunu13				5.4	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	152.4		-50.3	5	21.45	ka	0.04	135	201.8				TAFI-PMCORR: Kamaileunu13	0		247.8	
20.4834	This study:Johnson et al. 2007	TAFI:20D	14.9	Kamaileunu13				5.4	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	152.4		-51	5	21.45	ka	0.04	135	201.8				TAFI: Kamaileunu13	0		250.2	
	This study:Johnson et al. 2007	TAFI:20D	9	Kamaileunu12b				2.7	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	162.5		-58.9	3	21.45	ka	0.04	651	201.8				TAFI-PMCORR: Kamaileunu12b	0		237.2	
20.4834	This study:Johnson et al. 2007	TAFI:20D	9	Kamaileunu12b				2.7	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	162.5		-59.7	3	21.45	ka	0.04	651	201.8				TAFI: Kamaileunu12b	0		239.8	
	This study:Johnson et al. 2007	TAFI:20D	-70.2	Kamaileunu12				6.8	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	128.1		-39.2	4	21.45	ka	0.04	208	201.8				TAFI-PMCORR: Kamaileunu12	0		345.4	
20.4834	This study:Johnson et al. 2007	TAFI:20D	-70.2	Kamaileunu12				6.8	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	128.1		-38.4	4	21.45	ka	0.04	208	201.8				TAFI: Kamaileunu12	0		347.5	
	This study:Johnson et al. 2007	TAFI:20D	-67.7	Kamaileunu11a				1.2	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	6.9		17.7	4	21.45	ka	0.04	21170	201.8				TAFI-PMCORR: Kamaileunu11a	0		17.2	
20.4834	This study:Johnson et al. 2007	TAFI:20D	-67.7	Kamaileunu11a				1.2	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	6.9		18.6	4	21.45	ka	0.04	21170	201.8				TAFI: Kamaileunu11a	0		18.8	
	This study:Johnson et al. 2007	TAFI:20D	-64.5	Kamaileunu11				6.9	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	12.4		21.3	3	21.45	ka	0.04	109	201.8				TAFI-PMCORR: Kamaileunu11	0		12.6	
20.4834	This study:Johnson et al. 2007	TAFI:20D	-64.5	Kamaileunu11				6.9	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	12.4		22.2	3	21.45	ka	0.04	109	201.8				TAFI: Kamaileunu11	0		14.2	
	This study:Johnson et al. 2007	TAFI:20D	17.8	Kamaileunu1				2.5	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	2.8		77.4	6	21.45	ka	0.04	729	201.8				TAFI-PMCORR: Kamaileunu1	0		9	
20.4834	This study:Johnson et al. 2007	TAFI:20D	17.8	Kamaileunu1				2.5	LP-DIR:IE-MLAT-PR				203.428	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	2.8		78.3	6	21.45	ka	0.04	729	201.8				TAFI: Kamaileunu1	0		9.6	
	This study:Johnson et al. 2007	TAFI:20D	-38.3	Heleakala18				12.5	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	289.3		8.8	4	21.4	ka	0.04	41	201.867				TAFI-PMCORR: Heleakala18	0		84.5	
20.4334	This study:Johnson et al. 2007	TAFI:20D	-38.3	Heleakala18				12.5	LP-DIR:IE-MLAT-PR				203.496	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	289.3		9.2	4	21.4	ka	0.04	41	201.867				TAFI: Heleakala18	0		86.3	
	This study:Johnson et al. 2007	TAFI:20D	-40.6	Heleakala12				5.4	LP-DIR					3330	VGP calculated using present lat/lon	Hawaii				i	170.6		-81.1	5	21.4	ka	0.04	200	201.867				TAFI-PMCORR: Heleakala12	0		305.3	
20.4334	This study:Johnson et al. 2007	TAFI:20D	-40.6	Heleakala12				5.4	LP-DIR:IE-MLAT-PR				203.496	3330	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	170.6		-80.8	5	21.4	ka	0.04	200	201.867				TAFI: Heleakala12	0		312.8	
	This study:Johnson et al. 2007	TAFI:20D	36.4	Heleakala27				4.2	LP-DIR					3175	VGP calculated using present lat/lon	Hawaii				i	357.2		87.1	5	21.4	ka		262	201.867				TAFI-PMCORR: Heleakala27	0		88.4	
20.4784	This study:Johnson et al. 2007	TAFI:20D	36.4	Heleakala27				4.2	LP-DIR:IE-MLAT-PR				203.42	3175	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	357.2		87.4	5	21.4	ka		262	201.867				TAFI: Heleakala27	0		108.6	
	This study:Johnson et al. 2007	TAFI:20D	39.8	Heleakala26				5.5	LP-DIR					3160	VGP calculated using present lat/lon	Hawaii				i	345.6		76.6	5	21.4	ka	0.03	153	201.867				TAFI-PMCORR: Heleakala26	0		119.8	
20.4827	This study:Johnson et al. 2007	TAFI:20D	39.8	Heleakala26				5.5	LP-DIR:IE-MLAT-PR				203.412	3160	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	345.6		76.4	5	21.4	ka	0.03	153	201.867				TAFI: Heleakala26	0		125.1	
	This study:Johnson et al. 2007	TAFI:20D	-12.4	Heleakala8				10.8	LP-DIR					3000	VGP calculated using present lat/lon	Hawaii				i	181.8		-74.8	5	21.4	ka	0.4	250	201.867				TAFI-PMCORR: Heleakala8	0		195	
20.5292	This study:Johnson et al. 2007	TAFI:20D	-12.4	Heleakala8				10.8	LP-DIR:IE-MLAT-PR				203.334	3000	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	181.8		-75.6	5	21.4	ka	0.4	250	201.867				TAFI: Heleakala8	0		196.1	
	This study:Johnson et al. 2007	TAFI:20D	-47.5	Heleakala15				10.7	LP-DIR					3000	VGP calculated using present lat/lon	Hawaii				i	161.3		-71.6	5	21.4	ka	0.4	52	201.867				TAFI-PMCORR: Heleakala15	0		318.7	
20.5292	This study:Johnson et al. 2007	TAFI:20D	-47.5	Heleakala15				10.7	LP-DIR:IE-MLAT-PR				203.334	3000	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	161.3		-71.2	5	21.4	ka	0.4	52	201.867				TAFI: Heleakala15	0		322.5	
	This study:Johnson et al. 2007	TAFI:20D	-25.6	Heleakala10				8.4	LP-DIR					3000	VGP calculated using present lat/lon	Hawaii				i	167.5		-75.7	5	21.4	ka	0.4	67	201.867				TAFI-PMCORR: Heleakala10	0		260.3	
20.5292	This study:Johnson et al. 2007	TAFI:20D	-25.6	Heleakala10				8.4	LP-DIR:IE-MLAT-PR				203.334	3000	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	167.5		-76.1	5	21.4	ka	0.4	67	201.867				TAFI: Heleakala10	0		264.7	
	This study:Johnson et al. 2007	TAFI:20D	-46.7	Heleakala20				9.8	LP-DIR					2500	VGP calculated using present lat/lon	Hawaii				i	29.5		33	5	21.4	ka	0.1	62	201.867				TAFI-PMCORR: Heleakala20	0		350.6	
20.6743	This study:Johnson et al. 2007	TAFI:20D	-46.7	Heleakala20				9.8	LP-DIR:IE-MLAT-PR				203.09	2500	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	29.5		33.6	5	21.4	ka	0.1	62	201.867				TAFI: Heleakala20	0		351.6	
	This study:Johnson et al. 2007	TAFI:20D	-31	Heleakala6				9.1	LP-DIR					1900	VGP calculated using present lat/lon	Hawaii				i	158.4		-69.1	3	21.4	ka	0.1	82	201.867				TAFI-PMCORR: Heleakala6	0		282.7	
20.8485	This study:Johnson et al. 2007	TAFI:20D	-31	Heleakala6				9.1	LP-DIR:IE-MLAT-PR				202.796	1900	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	158.4		-69.2	3	21.4	ka	0.1	82	201.867				TAFI: Heleakala6	0		285	
	This study:Johnson et al. 2007	TAFI:20D	-48.7	Heleakala21				6.9	LP-DIR					1900	VGP calculated using present lat/lon	Hawaii				i	23.6		34.1	4	21.4	ka	0.1	132	201.867				TAFI-PMCORR: Heleakala21	0		357	
20.8485	This study:Johnson et al. 2007	TAFI:20D	-48.7	Heleakala21				6.9	LP-DIR:IE-MLAT-PR				202.796	1900	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	23.6		34.6	4	21.4	ka	0.1	132	201.867				TAFI: Heleakala21	0		357.8	
	This study:Johnson et al. 2007	TAFI:20D	-49.3	Heleakala19				5.9	LP-DIR					1900	VGP calculated using present lat/lon	Hawaii				i	42.2		24.4	4	21.4	ka	0.1	142	201.867				TAFI-PMCORR: Heleakala19	0		342.3	
20.8485	This study:Johnson et al. 2007	TAFI:20D	-49.3	Heleakala19				5.9	LP-DIR:IE-MLAT-PR				202.796	1900	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	42.2		24.8	4	21.4	ka	0.1	142	201.867				TAFI: Heleakala19	0		343	
	This study:Johnson et al. 2007	TAFI:20D	-31	Heleakala11				5.3	LP-DIR					1900	VGP calculated using present lat/lon	Hawaii				i	160.9		-71.4	3	21.4	ka	0.1	184	201.867				TAFI-PMCORR: Heleakala11	0		280.6	
20.8485	This study:Johnson et al. 2007	TAFI:20D	-31	Heleakala11				5.3	LP-DIR:IE-MLAT-PR				202.796	1900	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	160.9		-71.5	3	21.4	ka	0.1	184	201.867				TAFI: Heleakala11	0		283.2	
	This study:Johnson et al. 2007	TAFI:20D	-31.9	Heleakala5				10.3	LP-DIR					1800	VGP calculated using present lat/lon	Hawaii				i	185.2		-83.6	4	21.4	ka	0.3	81	201.867				TAFI-PMCORR: Heleakala5	0		150.9	
20.8775	This study:Johnson et al. 2007	TAFI:20D	-31.9	Heleakala5				10.3	LP-DIR:IE-MLAT-PR				202.747	1800	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	185.2		-83.9	4	21.4	ka	0.3	81	201.867				TAFI: Heleakala5	0		148	
	This study:Johnson et al. 2007	TAFI:20D	-27	Heleakala4				3	LP-DIR					1800	VGP calculated using present lat/lon	Hawaii				i	186.7		-80.5	4	21.4	ka	0.3	957	201.867				TAFI-PMCORR: Heleakala4	0		158.9	
20.8775	This study:Johnson et al. 2007	TAFI:20D	-27	Heleakala4				3	LP-DIR:IE-MLAT-PR				202.747	1800	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	186.7		-80.8	4	21.4	ka	0.3	957	201.867				TAFI: Heleakala4	0		157.6	
	This study:Johnson et al. 2007	TAFI:20D	-44	Heleakala22				7.1	LP-DIR					1800	VGP calculated using present lat/lon	Hawaii				i	36.7		30.9	4	21.4	ka	0.3	123	201.867				TAFI-PMCORR: Heleakala22	0		343	
20.8775	This study:Johnson et al. 2007	TAFI:20D	-44	Heleakala22				7.1	LP-DIR:IE-MLAT-PR				202.747	1800	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	36.7		31.3	4	21.4	ka	0.3	123	201.867				TAFI: Heleakala22	0		343.7	
	This study:Johnson et al. 2007	TAFI:20D	-33.4	Heleakala9				5.5	LP-DIR					1400	VGP calculated using present lat/lon	Hawaii				i	167.3		-77.6	5	21.4	ka		154	201.867				TAFI-PMCORR: Heleakala9	0		279.3	
20.9936	This study:Johnson et al. 2007	TAFI:20D	-33.4	Heleakala9				5.5	LP-DIR:IE-MLAT-PR				202.552	1400	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	167.3		-77.7	5	21.4	ka		154	201.867				TAFI: Heleakala9	0		281.8	
	This study:Johnson et al. 2007	TAFI:20D	-29.4	Heleakala7				9.4	LP-DIR					1400	VGP calculated using present lat/lon	Hawaii				i	166.3		-75.8	5	21.4	ka		54	201.867				TAFI-PMCORR: Heleakala7	0		270.6	
20.9936	This study:Johnson et al. 2007	TAFI:20D	-29.4	Heleakala7				9.4	LP-DIR:IE-MLAT-PR				202.552	1400	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	166.3		-76	5	21.4	ka		54	201.867				TAFI: Heleakala7	0		272.8	
	This study:Johnson et al. 2007	TAFI:20D	-34.1	Heleakala2				5.9	LP-DIR					1400	VGP calculated using present lat/lon	Hawaii				i	163.7		-74.5	6	21.4	ka		131	201.867				TAFI-PMCORR: Heleakala2	0		284.8	
20.9936	This study:Johnson et al. 2007	TAFI:20D	-34.1	Heleakala2				5.9	LP-DIR:IE-MLAT-PR				202.552	1400	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	163.7		-74.5	6	21.4	ka		131	201.867				TAFI: Heleakala2	0		286.9	
	This study:Johnson et al. 2007	TAFI:20D	-38.7	Heleakala17				7.2	LP-DIR					1400	VGP calculated using present lat/lon	Hawaii				i	182.2		-87.9	5	21.4	ka		91	201.867				TAFI-PMCORR: Heleakala17	0		99.6	
20.9936	This study:Johnson et al. 2007	TAFI:20D	-38.7	Heleakala17				7.2	LP-DIR:IE-MLAT-PR				202.552	1400	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	182.2		-87.8	5	21.4	ka		91	201.867				TAFI: Heleakala17	0		89.9	
	This study:Johnson et al. 2007	TAFI:20D	38.9	Heleakala25				2.3	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	347.6		78.5	5	21.4	ka		908	201.867				TAFI-PMCORR: Heleakala25	0		117	
21.2694	This study:Johnson et al. 2007	TAFI:20D	38.9	Heleakala25				2.3	LP-DIR:IE-MLAT-PR				202.087	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	347.6		78.5	5	21.4	ka		908	201.867				TAFI: Heleakala25	0		117.9	
	This study:Johnson et al. 2007	TAFI:20D	42.5	Heleakala24				4.6	LP-DIR					450	VGP calculated using present lat/lon	Hawaii				i	348.3		78.8	5	21.4	ka		223	201.867				TAFI-PMCORR: Heleakala24	0		130.7	
21.2694	This study:Johnson et al. 2007	TAFI:20D	42.5	Heleakala24				4.6	LP-DIR:IE-MLAT-PR				202.087	450	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	348.3		78.7	5	21.4	ka		223	201.867				TAFI: Heleakala24	0		131.6	
	This study:Johnson et al. 2007	TAFI:20D	34.2	Heleakala29				4.5	LP-DIR					184	VGP calculated using present lat/lon	Hawaii				i	346.7		77.2	5	21.4	ka	0.003	227	201.867				TAFI-PMCORR: Heleakala29	0		102.3	
21.3466	This study:Johnson et al. 2007	TAFI:20D	34.2	Heleakala29				4.5	LP-DIR:IE-MLAT-PR				201.957	184	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	346.7		77.2	5	21.4	ka	0.003	227	201.867				TAFI: Heleakala29	0		102.6	
	This study:Johnson et al. 2007	TAFI:20D	38.8	Heleakala30				5	LP-DIR					70	VGP calculated using present lat/lon	Hawaii				i	352.7		83.2	5	21.4	ka		186	201.867				TAFI-PMCORR: Heleakala30	0		117.4	
21.3797	This study:Johnson et al. 2007	TAFI:20D	38.8	Heleakala30				5	LP-DIR:IE-MLAT-PR				201.901	70	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	352.7		83.2	5	21.4	ka		186	201.867				TAFI: Heleakala30	0		117.6	
	This study:Johnson et al. 2007	TAFI:20D	43.3	8B001				1.6	LP-DIR					0.26	VGP calculated using present lat/lon	Hawaii				i	2		84.1	12	19.608	ka	0.00007	701	204.971				TAFI-PMCORR: 8B001	0		222.8	
19.6079	This study:Johnson et al. 2007	TAFI:20D	43.3	8B001				1.6	LP-DIR:IE-MLAT-PR				204.971	0.26	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	2		84.1	12	19.608	ka	0.00007	701	204.971				TAFI: 8B001	0		222.8	
	This study:Johnson et al. 2007	TAFI:20D	37.5	8B025				1.6	LP-DIR					0.214	VGP calculated using present lat/lon	Hawaii				i	8.3		82.1	11	19.444	ka		827	205.134				TAFI-PMCORR: 8B025	0		282.5	
19.4439	This study:Johnson et al. 2007	TAFI:20D	37.5	8B025				1.6	LP-DIR:IE-MLAT-PR				205.134	0.214	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	8.3		82.1	11	19.444	ka		827	205.134				TAFI: 8B025	0		282.5	
	This study:Johnson et al. 2007	TAFI:20D	41.5	8B061				1.2	LP-DIR					0.45	VGP calculated using present lat/lon	Hawaii				i	3.8		84.5	11	19.59	ka	0.00006	1535	204.985				TAFI-PMCORR: 8B061	0		243.9	
19.5899	This study:Johnson et al. 2007	TAFI:20D	41.5	8B061				1.2	LP-DIR:IE-MLAT-PR				204.985	0.45	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.8		84.5	11	19.59	ka	0.00006	1535	204.985				TAFI: 8B061	0		243.9	
	This study:Johnson et al. 2007	TAFI:20D	33.6	8B301				1.8	LP-DIR					0.254	VGP calculated using present lat/lon	Hawaii				i	6.3		84	12	19.374	ka		552	205.033				TAFI-PMCORR: 8B301	0		303.5	
19.3739	This study:Johnson et al. 2007	TAFI:20D	33.6	8B301				1.8	LP-DIR:IE-MLAT-PR				205.033	0.254	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	6.3		84	12	19.374	ka		552	205.033				TAFI: 8B301	0		303.5	
	This study:Johnson et al. 2007	TAFI:20D	36.9	8B325				2	LP-DIR					0.254	VGP calculated using present lat/lon	Hawaii				i	6.3		84	12	19.398	ka		470	205.04				TAFI-PMCORR: 8B325	0		282.7	
19.3979	This study:Johnson et al. 2007	TAFI:20D	36.9	8B325				2	LP-DIR:IE-MLAT-PR				205.04	0.254	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	6.3		84	12	19.398	ka		470	205.04				TAFI: 8B325	0		282.7	
	This study:Johnson et al. 2007	TAFI:20D	37.5	8B337				1.5	LP-DIR					0.164	VGP calculated using present lat/lon	Hawaii				i	6.8		83.5	12	19.516	ka		846	205.087				TAFI-PMCORR: 8B337	0		280.9	
19.516	This study:Johnson et al. 2007	TAFI:20D	37.5	8B337				1.5	LP-DIR:IE-MLAT-PR				205.087	0.164	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	6.8		83.5	12	19.516	ka		846	205.087				TAFI: 8B337	0		280.9	
	This study:Johnson et al. 2007	TAFI:20D	29.5	8B385				2.6	LP-DIR					4.82	VGP calculated using present lat/lon	Hawaii				i	357.8		85.9	8	19.303	ka	0.00009	452	204.694				TAFI-PMCORR: 8B385	0		55.9	
19.3016	This study:Johnson et al. 2007	TAFI:20D	29.5	8B385				2.6	LP-DIR:IE-MLAT-PR				204.696	4.82	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	357.8		85.9	8	19.303	ka	0.00009	452	204.694				TAFI: 8B385	0		55.9	
	This study:Johnson et al. 2007	TAFI:20D	21.1	8B397				2.4	LP-DIR					1.13	VGP calculated using present lat/lon	Hawaii				i	353.6		79.6	11	19.302	ka	0.00006	354	204.694				TAFI-PMCORR: 8B397	0		62	
19.3017	This study:Johnson et al. 2007	TAFI:20D	21.1	8B397				2.4	LP-DIR:IE-MLAT-PR				204.695	1.13	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	353.6		79.6	11	19.302	ka	0.00006	354	204.694				TAFI: 8B397	0		62	
	This study:Johnson et al. 2007	TAFI:20D	35.9	8B409				1.6	LP-DIR					3.48	VGP calculated using present lat/lon	Hawaii				i	3.6		86.6	11	19.302	ka	0.00008	796	204.694				TAFI-PMCORR: 8B409	0		284.1	
19.301	This study:Johnson et al. 2007	TAFI:20D	35.9	8B409				1.6	LP-DIR:IE-MLAT-PR				204.696	3.48	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.6		86.6	11	19.302	ka	0.00008	796	204.694				TAFI: 8B409	0		284.1	
	This study:Johnson et al. 2007	TAFI:20D	42.5	8B421				1.2	LP-DIR					0.31	VGP calculated using present lat/lon	Hawaii				i	3		84.2	18	19.47	ka	0.00007	872	204.83				TAFI-PMCORR: 8B421	0		232.7	
19.4699	This study:Johnson et al. 2007	TAFI:20D	42.5	8B421				1.2	LP-DIR:IE-MLAT-PR				204.83	0.31	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3		84.2	18	19.47	ka	0.00007	872	204.83				TAFI: 8B421	0		232.7	
	This study:Johnson et al. 2007	TAFI:20D	33.4	8B433				1.1	LP-DIR					4.05	VGP calculated using present lat/lon	Hawaii				i	4.5		85.5	12	19.713	ka	0.0002	467	204.882				TAFI-PMCORR: 8B433	0		313.2	
