tab	sites
site	location	samples	specimens	age	age_sigma	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	description	software_packages	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	citations	method_codes	result_quality	result_type	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
mc161	McMurdo		mc161b1 : mc161e1 : mc161f1 : mc161g1 : mc161k1:mc161a1	4.0	4.0	Ma	4.1		171.3	55.1	281.0	6.0			p	n	5.984	0.0	-77.702	162.694	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc161, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.5	7.9	-47.8	332.2	6.0
mc162	McMurdo		mc162b2 : mc162c1 : mc162f1 : mc162g1 : mc162i1 : mc162j1:mc162b1	2.56	0.065	Ma	3.8	A	174.6	58.1	270.7	7.0	5.0	2.0	p	r	6.9815	0.0	-77.70100000000001	162.69	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc162	McMurdo	mc162c	mc162c1	2.56	0.065	Ma													-77.70100000000001	162.69	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	8.422999999999999e-06	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc162	McMurdo		mc162b2 : mc162c1 : mc162f1 : mc162g1 : mc162i1 : mc162j1:mc162b1	2.56	0.065	Ma	3.8		174.6	58.1	270.7	7.0			p	n	6.9815	0.0	-77.70100000000001	162.69	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc162, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.5	7.3	-51.0	336.0	7.0
mc163	McMurdo		mc163b1 : mc163c1 : mc163d1 : mc163e1 : mc163f1:mc163a1	1.5	0.75	Ma	4.2	A	175.6	51.5	261.2	6.0	5.0	1.0	p	r	5.9828	0.0	-77.7	162.68	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc163	McMurdo		mc163b1 : mc163c1 : mc163d1 : mc163e1 : mc163f1:mc163a1	1.5	0.75	Ma	4.2		175.6	51.5	261.2	6.0			p	n	5.9828	0.0	-77.7	162.68	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc163, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.4	8.1	-44.4	337.5	6.0
mc164	McMurdo		mc164a2 : mc164b1 : mc164c1 : mc164f1 : mc164g2 : mc164h1 : mc164i1 : mc164j1 : mc164l2:mc164a1	1.364	0.05	Ma	1.1	A	199.9	86.1	1912.3	10.0	10.0	0.0	p	r	9.9953	0.0	-77.514	169.33	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc164	McMurdo	mc164f : mc164j:mc164c	mc164f1 : mc164j1:mc164c1	1.364	0.05	Ma													-77.514	169.33	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	8.129e-05	6.482999999999999e-08	0.07975	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc164	McMurdo		mc164a2 : mc164b1 : mc164c1 : mc164f1 : mc164g2 : mc164h1 : mc164i1 : mc164j1 : mc164l2:mc164a1	1.364	0.05	Ma	1.1		199.9	86.1	1912.3	10.0			p	n	9.9953	0.0	-77.514	169.33	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc164, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.5	2.1	-84.2	142.3	10.0
mc164	McMurdo	mc164f : mc164j:mc164c	mc164f1 : mc164j1:mc164c1	1.364	0.05	Ma													-77.514	169.33	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc164, Site V [A] DM.	pmagpy-2.60	8.129e-05	6.482999999999999e-08	0.07975	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		i	1.07e+23	3.0	8.533e+19	1.058e+23	3.0	8.44e+19					
mc165	McMurdo		mc165b1 : mc165b2 : mc165c1 : mc165c2 : mc165g1 : mc165h2 : mc165i2:mc165a1	1.4509999999999998	0.03	Ma	4.2	A	141.9	81.8	174.1	8.0	8.0	0.0	p	r	7.9598	0.0	-77.513	169.332	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc165	McMurdo	mc165c : mc165h : mc165i:mc165b	mc165c1 : mc165h2 : mc165i2:mc165b1	1.4509999999999998	0.03	Ma													-77.513	169.332	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	2.628e-05	1.685e-06	6.412000000000001	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc165	McMurdo		mc165b1 : mc165b2 : mc165c1 : mc165c2 : mc165g1 : mc165h2 : mc165i2:mc165a1	1.4509999999999998	0.03	Ma	4.2		141.9	81.8	174.1	8.0			p	n	7.9598	0.0	-77.513	169.332	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc165, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							6.4	8.1	-80.2	261.0	8.0
mc165	McMurdo	mc165c : mc165h : mc165i:mc165b	mc165c1 : mc165h2 : mc165i2:mc165b1	1.4509999999999998	0.03	Ma													-77.513	169.332	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc165, Site V [A] DM.	pmagpy-2.60	2.628e-05	1.685e-06	6.412000000000001	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		i	3.459e+22	4.0	2.218e+21	3.501e+22	4.0	2.245e+21					
mc166	McMurdo		mc166b1 : mc166b2 : mc166c1 : mc166c2 : mc166h2 : mc166i1 : mc166i2:mc166a1	1.334	0.06	Ma	2.2	A	224.9	73.8	634.1	8.0	8.0	0.0	p	r	7.989	0.0	-77.84899999999999	166.67	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc166	McMurdo	mc166c : mc166h : mc166i:mc166b	mc166c1 : mc166h2 : mc166i2:mc166b1	1.334	0.06	Ma													-77.84899999999999	166.67	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.911e-05	6.716000000000001e-06	23.07	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc166	McMurdo		mc166b1 : mc166b2 : mc166c1 : mc166c2 : mc166h2 : mc166i1 : mc166i2:mc166a1	1.334	0.06	Ma	2.2		224.9	73.8	634.1	8.0			p	n	7.989	0.0	-77.84899999999999	166.67	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc166, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.7	4.3	-67.0	51.6	8.0
mc167	McMurdo		mc167b1 : mc167d2 : mc167e1 : mc167e2 : mc167f2 : mc167h1 : mc167j1 : mc167k1:mc167a1	1.5	0.75	Ma	5.7	A	179.7	74.5	82.1	9.0	9.0	0.0	p	r	8.9026	0.0	-77.487	169.294	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc167	McMurdo	mc167d : mc167k:mc167b	mc167d2 : mc167k1:mc167b1	1.5	0.75	Ma													-77.487	169.294	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	4.346e-05	1.128e-06	2.596	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:LP-PI-TRM	g												
mc167	McMurdo		mc167b1 : mc167d2 : mc167e1 : mc167e2 : mc167f2 : mc167h1 : mc167j1 : mc167k1:mc167a1	1.5	0.75	Ma	5.7		179.7	74.5	82.1	9.0			p	n	8.9026	0.0	-77.487	169.294	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc167, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							4.6	11.0	-73.5	348.8	9.0
mc167	McMurdo	mc167d : mc167k:mc167b	mc167d2 : mc167k1:mc167b1	1.5	0.75	Ma													-77.487	169.294	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc167, Site V [A] DM.	pmagpy-2.60	4.346e-05	1.128e-06	2.596	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:LP-PI-TRM		i	5.721e+22	3.0	1.485e+21	6.192e+22	3.0	1.607e+21					
mc168	McMurdo		mc168f1 : mc168h1 : mc168h2 : mc168i1 : mc168j1 : mc168k1:mc168c1	1.38	0.025	Ma	3.0	A	187.3	68.2	398.3	7.0	7.0	0.0	p	r	6.9849	0.0	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc168	McMurdo		mc168f1 : mc168h1 : mc168h2 : mc168i1 : mc168j1 : mc168k1:mc168c1	1.38	0.025	Ma	3.0		187.3	68.2	398.3	7.0			p	n	6.9849	0.0	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc168, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.8	5.8	-63.7	359.6	7.0
mc169	McMurdo																		-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt									This study														
mc170	McMurdo		mc170c2 : mc170d1 : mc170e2 : mc170f1:mc170a1	1.03	0.05	Ma	0.9	A	2.7	-87.2	7835.9	5.0	5.0	0.0	p	n	4.9995	0.0	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc170	McMurdo		mc170c2 : mc170d1 : mc170e2 : mc170f1:mc170a1	1.03	0.05	Ma	0.9		2.7	-87.2	7835.9	5.0			p	n	4.9995	0.0	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc170, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.9	1.7	83.4	344.4	5.0
mc19	McMurdo		mc19b : mc19c : mc19d : mc19e : mc19f : mc19g:mc19a	4.0	4.0	Ma	2.8	A	146.8	-78.4	474.8	7.0	6.0	1.0	p	n	6.9884	0.0	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc19	McMurdo	mc19b	mc19b	4.0	4.0	Ma													-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.518e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc19	McMurdo		mc19b : mc19c : mc19d : mc19e : mc19f : mc19g:mc19a	4.0	4.0	Ma	2.8		146.8	-78.4	474.8	7.0			p	n	6.9884	0.0	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc19, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.9	5.4	56.9	322.9	7.0
mc20	McMurdo		mc20b : mc20c : mc20d : mc20e : mc20f : mc20h:mc20a	0.77	0.016	Ma	3.9	A	138.7	-77.3	243.7	7.0	7.0	0.0	p	n	6.9754	0.0	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc20	McMurdo		mc20b : mc20c : mc20d : mc20e : mc20f : mc20h:mc20a	0.77	0.016	Ma	3.9		138.7	-77.3	243.7	7.0			p	n	6.9754	0.0	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Kristin Lawrence	DE-SITE	Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . VGP: Site (geog. coord) A comp: mc20, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.7	7.5	55.7	316.2	7.0
mc200	McMurdo		mc200a2 : mc200b2 : mc200c2 : mc200d2:mc200a1	0.073	0.005	Ma	3.9	A	296.8	-83.7	389.6	5.0	5.0	0.0	p	n	4.9897	0.0	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc200	McMurdo	mc200c : mc200i:mc200b	mc200c1 : mc200i1:mc200b1	0.073	0.005	Ma													-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	1.431e-05	1.2220000000000001e-06	8.545	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc200	McMurdo		mc200a2 : mc200b2 : mc200c2 : mc200d2:mc200a1	0.073	0.005	Ma	3.9		296.8	-83.7	389.6	5.0			p	n	4.9897	0.0	-77.5499	166.1615				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc200, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							7.7	7.5	77.0	45.2	5.0
mc200	McMurdo	mc200c : mc200i:mc200b	mc200c1 : mc200i1:mc200b1	0.073	0.005	Ma													-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite	Kristin Lawrence	IE-SITE	V[A]DM: Site mc200, Site V [A] DM.	pmagpy-2.60	1.431e-05	1.2220000000000001e-06	8.545	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM		i	1.883e+22	3.0	1.609e+21	1.883e+22	3.0	1.609e+21					
mc201	McMurdo		mc201b2 : mc201c1 : mc201d1 : mc201e1 : mc201j1:mc201a1	0.08900000000000001	0.005	Ma	3.4	A	256.8	-79.6	385.7	6.0	6.0	0.0	p	n	5.987	0.0	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc201	McMurdo		mc201b2 : mc201c1 : mc201d1 : mc201e1 : mc201j1:mc201a1	0.08900000000000001	0.005	Ma	3.4		256.8	-79.6	385.7	6.0			p	n	5.987	0.0	-77.5628	166.2196				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc201, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							4.1	6.6	64.1	36.5	6.0
mc202	McMurdo		mc202d1 : mc202f1 : mc202h1 : mc202j1:mc202c1	0.539	0.006	Ma	1.3	A	341.0	-47.1	3519.1	5.0	5.0	0.0	p	n	4.9989	0.0	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc202	McMurdo		mc202d1 : mc202f1 : mc202h1 : mc202j1:mc202c1	0.539	0.006	Ma	1.3		341.0	-47.1	3519.1	5.0			p	n	4.9989	0.0	-77.6567	166.3642				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc202, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							0.4	2.5	39.9	144.4	5.0
mc203	McMurdo		mc203c1 : mc203d1 : mc203g1 : mc203h1:mc203a1	4.0	4.0	Ma	1.8	A	137.0	77.1	1785.1	5.0	5.0	0.0	p	r	4.9978	0.0	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc203	McMurdo		mc203c1 : mc203d1 : mc203g1 : mc203h1:mc203a1	4.0	4.0	Ma	1.8		137.0	77.1	1785.1	5.0			p	n	4.9978	0.0	-77.5807	166.2506				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc203, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.7	3.5	-72.4	276.0	5.0
mc204	McMurdo		mc204c1 : mc204h1 : mc204k1 : mc204l1:mc204a1	0.04	0.05	Ma	3.2	A	99.4	-75.8	586.7	5.0	5.0	0.0	p	n	4.9932	0.0	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc204	McMurdo		mc204c1 : mc204h1 : mc204k1 : mc204l1:mc204a1	0.04	0.05	Ma	3.2		99.4	-75.8	586.7	5.0			p	n	4.9932	0.0	-77.6402	166.4084				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc204, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.8	6.2	58.8	287.0	5.0
mc205	McMurdo		mc205a2 : mc205b1 : mc205c1 : mc205d1 : mc205e1 : mc205h1 : mc205h2 : mc205k1:mc205a1	0.368	0.01	Ma	1.3	A	284.7	-34.6	1716.6	9.0	7.0	2.0	p	t	8.9959	0.0	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc205	McMurdo	mc205h : mc205i : mc205k:mc205b	mc205h1 : mc205i2 : mc205k1:mc205b1	0.368	0.01	Ma													-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	4.716e-05	1.222e-05	25.9	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc205	McMurdo		mc205a2 : mc205b1 : mc205c1 : mc205d1 : mc205e1 : mc205h1 : mc205h2 : mc205k1:mc205a1	0.368	0.01	Ma	1.3		284.7	-34.6	1716.6	9.0			p	n	8.9959	0.0	-77.6567	166.7252				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc205, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							0.3	2.5	21.7	86.9	9.0
mc206	McMurdo		mc206b1 : mc206c1 : mc206d1 : mc206e1 : mc206f1 : mc206g1 : mc206h1 : mc206i1 : mc206k1:mc206a1	0.5	0.5	Ma	3.3	A	327.6	-32.0	217.6	10.0	8.0	2.0	p	t	9.9632	0.0	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc206	McMurdo	mc206b	mc206b1	0.5	0.5	Ma													-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	7.767e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc206	McMurdo		mc206b1 : mc206c1 : mc206d1 : mc206e1 : mc206f1 : mc206g1 : mc206h1 : mc206i1 : mc206k1:mc206a1	0.5	0.5	Ma	3.3		327.6	-32.0	217.6	10.0			p	n	9.9632	0.0	-77.6667	166.7803				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc206, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							0.8	6.4	27.6	131.5	10.0
mc207	McMurdo		mc207d1 : mc207g2 : mc207h2 : mc207k2:mc207a1	4.0	4.0	Ma	4.3	A	46.8	-70.6	313.2	5.0	5.0	0.0	p	n	4.9872	0.0	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc207	McMurdo		mc207d1 : mc207g2 : mc207h2 : mc207k2:mc207a1	4.0	4.0	Ma	4.3		46.8	-70.6	313.2	5.0			p	n	4.9872	0.0	-77.6787	166.5173				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc207, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.8	8.3	62.0	229.9	5.0
mc208	McMurdo		mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2:mc208a1	4.0	4.0	Ma	3.9	A	38.1	-66.6	315.1	6.0	5.0	1.0	p	n	5.9857	0.0	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc208	McMurdo		mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2:mc208a1	4.0	4.0	Ma	3.9		38.1	-66.6	315.1	6.0			p	n	5.9857	0.0	-77.6679	166.5319				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc208, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.1	7.5	58.1	216.3	6.0
mc209	McMurdo		mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1:mc209a1	4.0	4.0	Ma	2.2	A	60.3	-61.6	979.8	6.0	5.0	1.0	p	n	5.9954	0.0	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc209	McMurdo		mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1:mc209a1	4.0	4.0	Ma	2.2		60.3	-61.6	979.8	6.0			p	n	5.9954	0.0	-77.6854	166.3681				Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc209, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.0	4.2	47.8	238.1	6.0
mc21	McMurdo		mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h:mc21a	4.0	4.0	Ma	3.2	A	329.7	79.3	309.1	8.0	8.0	0.0	p	r	7.9774	0.0	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc21	McMurdo	mc21b : mc21c : mc21e:mc21a	mc21b : mc21c : mc21e:mc21a	4.0	4.0	Ma													-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	4.503e-05	3.422e-06	7.599	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc21	McMurdo		mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h:mc21a	4.0	4.0	Ma	3.2		329.7	79.3	309.1	8.0			p	n	7.9774	0.0	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc21, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.5	6.2	-58.6	146.5	8.0
mc21	McMurdo	mc21b : mc21c : mc21e:mc21a	mc21b : mc21c : mc21e:mc21a	4.0	4.0	Ma													-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc21, Site V [A] DM.	pmagpy-2.60	4.503e-05	3.422e-06	7.599	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM		i	5.916e+22	4.0	4.495e+21	6.116e+22	4.0	4.648e+21					
