tab	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
											This study											Archeologic	Ceramic																Not Specified						mgh05b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05b03
											This study											Archeologic	Ceramic																Not Specified						mgh05b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05b04
											This study											Archeologic	Ceramic																Not Specified						mgh05b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05b05
											This study											Archeologic	Ceramic																Not Specified						mgh05b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05b06
											This study											Archeologic	Ceramic																Not Specified						mgh05b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05b07
											This study											Archeologic	Ceramic																Not Specified						mgh05c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05c01
											This study											Archeologic	Ceramic																Not Specified						mgh05c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05c02
											This study											Archeologic	Ceramic																Not Specified						mgh05c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05c03
											This study											Archeologic	Ceramic																Not Specified						mgh05d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05d01
											This study											Archeologic	Ceramic																Not Specified						mgh05d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05d02
											This study											Archeologic	Ceramic																Not Specified						mgh05d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05d03
											This study											Archeologic	Ceramic																Not Specified						mgh05d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05d04
											This study											Archeologic	Ceramic																Not Specified						mgh05e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05e01
											This study											Archeologic	Ceramic																Not Specified						mgh05e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05e02
											This study											Archeologic	Ceramic																Not Specified						mgh05e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05e03
											This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :mgh05f01	Archeologic	Ceramic	8.26e-05	0.04	u	1.0		1.94	3.49	1.0	1.0	0.86	3.77	11.0	4.0	19.93	6e-05	Not Specified	803.0	273.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh05f	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05f01
											This study											Archeologic	Ceramic																Not Specified						mgh05f	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05f02
											This study											Archeologic	Ceramic																Not Specified						mgh05f	pmagpy-3.4.1: thellier_gui.v.3.0	mgh05f03
											This study											Archeologic	Ceramic																Not Specified						mgh07a	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07a01
											This study											Archeologic	Ceramic																Not Specified						mgh07a	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07a02
											This study											Archeologic	Ceramic																Not Specified						mgh07a	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07a03
											This study											Archeologic	Ceramic																Not Specified						mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b01
											This study											Archeologic	Ceramic																Not Specified						mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b02
											This study											Archeologic	Ceramic																Not Specified						mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07b04	Archeologic	Ceramic	7.7e-05	0.03	c	0.98	0.95	1.46	2.44	0.76	0.75	0.87	3.67	9.0	3.0	23.21	7e-05	Not Specified	833.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b04
4.79	5.799086	4.631388	2.703356	0.342928 : 0.310847 : 0.346224 : 0.012093 : 0.004552 : 0.015080	6.0	0.010349	ATRM	0.362351 : 198.0 : -44.3	0.330856 : 199.7 : 45.7	0.306793 : 288.8 : -0.8	This study	Critical F: 3.1059									mgh07b04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b04
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07b05	Archeologic	Ceramic	7.82e-05	0.01	c	1.01	0.96	1.35	4.06	0.79	0.79	0.87	2.68	10.0	5.0	51.42	7e-05	Not Specified	853.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b05
4.69	4.790695	1.39085	4.964001	0.352623 : 0.308382 : 0.338995 : -0.013738 : -0.003332 : -0.004805	6.0	0.011089	ATRM	0.357309 : 165.1 : 11.7	0.338815 : 311.9 : 76.1	0.303876 : 253.6 : -7.4	This study	Critical F: 3.1059									mgh07b05;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b05
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07b06	Archeologic	Ceramic	8.149999999999999e-05	0.03	c	0.99	0.95	2.6	3.45	0.84	0.82	0.88	3.56	11.0	5.0	21.25	7e-05	Not Specified	853.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b06
4.92	8.067193	6.152696	4.007633	0.340925 : 0.325772 : 0.333303 : 0.003356 : -0.017050 : -0.014178	6.0	0.007455	ATRM	0.357802 : 33.3 : -40.9	0.331652 : 321.8 : 20.2	0.310547 : 71.4 : 42.3	This study	Critical F: 3.1059									mgh07b06;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b06
5.49	3.794347	5.166319	0.440113	0.323818 : 0.310075 : 0.366107 : 0.005254 : 0.001887 : 0.012523	6.0	0.014813	ATRM	0.369711 : 191.4 : -74.1	0.322094 : 201.3 : 15.7	0.308196 : 290.6 : -2.6	This study	Critical F: 3.1059									mgh07b07;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07b07
											This study											Archeologic	Ceramic																Not Specified						mgh07c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07c01
											This study											Archeologic	Ceramic																Not Specified						mgh07c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07c02
											This study											Archeologic	Ceramic																Not Specified						mgh07c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07c03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d01	Archeologic	Ceramic	7.759999999999999e-05	0.05	c	0.91	0.96	2.11	4.96	0.81	0.88	0.88	2.83	10.0	5.0	13.68	7e-05	Not Specified	853.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d01
2.72	1.056677	1.076372	0.318952	0.358530 : 0.308147 : 0.333323 : -0.009991 : -0.012119 : 0.016699	6.0	0.029637	ATRM	0.370213 : 345.1 : 27.6	0.326729 : 206.9 : 55.0	0.303058 : 85.9 : 19.8	This study	Critical F: 3.1059									mgh07d01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d01
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d02	Archeologic	Ceramic	6.790000000000001e-05	0.03	c	0.99	0.97	3.05	2.58	0.82	0.8	0.84	3.54	10.0	4.0	20.06	7e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d02
10.53	1.770693	0.185501	2.459142	0.340571 : 0.317940 : 0.341489 : -0.003190 : 0.000487 : -0.002818	6.0	0.009417	ATRM	0.344119 : 171.9 : 47.4	0.338383 : 352.4 : 42.6	0.317498 : 82.2 : -0.2	This study	Critical F: 3.1059									mgh07d02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d02
	0.237905	0.23925	0.073875	0.340379 : 0.326477 : 0.333143 : 0.001575 : 0.001589 : -0.004672	9.0	0.015899	AARM	0.342703 : 2.9 : -25.6	0.331704 : 44.0 : 57.5	0.325593 : 102.1 : -18.6	This study	Critical F: 2.6848									mgh07d02;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	b	mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d02
											This study											Archeologic	Ceramic																Not Specified						mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d04	Archeologic	Ceramic	7.049999999999999e-05	0.06	c	0.99	0.97	0.48	3.81	0.76	0.81	0.87	0.84	9.0	5.0	10.7	6e-05	Not Specified	833.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d04
1.96	1.973859	1.683566	0.833109	0.326942 : 0.334961 : 0.338098 : -0.005404 : -0.016781 : -0.004368	6.0	0.012129	ATRM	0.353390 : 271.4 : 47.5	0.331133 : 156.5 : 21.1	0.315477 : 230.9 : -34.9	This study	Critical F: 3.1059									mgh07d04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d04
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d05	Archeologic	Ceramic	7.219999999999999e-05	0.04	c	0.97	0.95	0.84	5.11	0.77	0.84	0.88	2.14	10.0	5.0	18.83	6e-05	Not Specified	833.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d05
4.56	3.752515	2.185474	2.508888	0.321969 : 0.346092 : 0.331939 : -0.011712 : -0.005473 : 0.015315	6.0	0.010815	ATRM	0.356482 : 301.2 : 27.2	0.333872 : 63.3 : 45.9	0.309647 : 12.8 : -31.6	This study	Critical F: 3.1059									mgh07d05;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d05
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d06	Archeologic	Ceramic	7.72e-05	0.04	c	0.94	0.98	1.5	4.36	0.82	0.8	0.85	2.58	9.0	5.0	18.69	6e-05	Not Specified	858.0	573.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d06
4.42	97.394873	146.038998	6.283498	0.330577 : 0.313323 : 0.356101 : 0.032997 : 0.023968 : 0.050492	6.0	0.006197	ATRM	0.411267 : 32.1 : 45.2	0.305351 : 249.9 : 38.1	0.283382 : 323.4 : -19.9	This study	Critical F: 3.1059									mgh07d06;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07d	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07d06
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07e01	Archeologic	Ceramic	7.219999999999999e-05	0.01	c	0.95	0.93	0.42	7.22	0.82	0.86	0.89	4.38	10.0	4.0	53.74	7e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e01
4.35	25.779619	27.043547	7.27081	0.322973 : 0.355101 : 0.321926 : 0.024046 : 0.009105 : 0.019383	6.0	0.006574	ATRM	0.373919 : 237.9 : -19.1	0.325574 : 305.8 : 47.3	0.300507 : 162.7 : 36.4	This study	Critical F: 3.1059									mgh07e01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e01
											This study											Archeologic	Ceramic																Not Specified						mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e02
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07e03	Archeologic	Ceramic	6.1e-05	0.03	c	1.07	0.95	0.98	6.78	0.85	0.82	0.88	4.26	10.0	4.0	28.66	7e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e03
4.69	6.005164	2.715531	4.897376	0.318891 : 0.317915 : 0.363194 : 0.019319 : -0.013715 : 0.005779	6.0	0.012975	ATRM	0.367028 : 272.0 : 74.6	0.336790 : 40.6 : 9.8	0.296183 : 132.7 : 11.8	This study	Critical F: 3.1059									mgh07e03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07e04	Archeologic	Ceramic	6.49e-05	0.03	c	1.03	0.91	0.94	4.61	0.83	0.81	0.89	2.12	11.0	5.0	25.03	6e-05	Not Specified	858.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e04
1.72	14.43146	25.155872	0.125571	0.340881 : 0.319179 : 0.339940 : 0.013932 : 0.014185 : 0.024686	6.0	0.008002	ATRM	0.372511 : 27.6 : 41.1	0.315750 : 353.6 : -43.5	0.311739 : 281.4 : 17.8	This study	Critical F: 3.1059									mgh07e04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e04
											This study											Archeologic	Ceramic																Not Specified						mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e05
											This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :mgh07e06	Archeologic	Ceramic	7.69e-05	0.03	c	1.0	0.93	0.58	3.82	0.8	0.79	0.89	2.31	11.0	5.0	20.41	6e-05	Not Specified	858.0	473.0	K	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e06
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07e07	Archeologic	Ceramic	8.08e-05	0.07	c	1.07	0.92	0.42	12.22	0.69	0.78	0.87	4.5	9.0	4.0	8.87	6e-05	Not Specified	773.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e07
3.82	7.022077	6.925988	2.27279	0.345839 : 0.309859 : 0.344302 : -0.012775 : 0.007242 : 0.030722	6.0	0.013388	ATRM	0.376068 : 174.9 : -43.3	0.326238 : 307.5 : -35.7	0.297694 : 57.8 : -25.8	This study	Critical F: 3.1059									mgh07e07;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e07
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07e08	Archeologic	Ceramic	7.97e-05	0.03	c	1.09	0.92	0.87	9.34	0.73	0.83	0.89	2.44	11.0	6.0	22.92	6e-05	Not Specified	858.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e08
1.94	11.997329	7.809403	7.191582	0.294006 : 0.338407 : 0.367588 : -0.010790 : 0.017931 : 0.001919	6.0	0.011	ATRM	0.376220 : 94.8 : 64.0	0.332748 : 106.9 : -25.5	0.291032 : 194.6 : 4.8	This study	Critical F: 3.1059									mgh07e08;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e08
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07e09	Archeologic	Ceramic	0.000102	0.06	c	0.95	0.93	1.54	8.31	0.86	0.94	0.9	4.38	12.0	6.0	13.52	6e-05	Not Specified	858.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e09
0.63	6.41462	2.228088	6.109587	0.345172 : 0.340778 : 0.314050 : 0.009796 : -0.002810 : 0.014629	6.0	0.008662	ATRM	0.355616 : 211.0 : -14.9	0.337331 : 295.2 : 20.7	0.307053 : 334.3 : -64.1	This study	Critical F: 3.1059									mgh07e09;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh07e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh07e09
											This study											Archeologic	Ceramic																Not Specified						mgh09b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09b01
											This study											Archeologic	Ceramic																Not Specified						mgh09b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09b02
											This study											Archeologic	Ceramic																Not Specified						mgh09b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09b03
											This study											Archeologic	Ceramic																Not Specified						mgh09b	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09b04
5.9	10.099533	7.301721	5.371854	0.323194 : 0.313279 : 0.363527 : 0.015936 : 0.014514 : 0.002808	6.0	0.009671	ATRM	0.368539 : 61.2 : 70.4	0.331581 : 30.5 : -17.0	0.299880 : 123.4 : -9.4	This study	Critical F: 3.1059									mgh09c01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh09c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09c01
3.74	13.818142	5.511704	12.197862	0.309596 : 0.350454 : 0.339949 : -0.030847 : 0.011315 : 0.002350	6.0	0.009428	ATRM	0.369723 : 296.6 : -16.9	0.338421 : 326.1 : 70.7	0.291855 : 29.3 : -9.0	This study	Critical F: 3.1059									mgh09c02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh09c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09c02
											This study											Archeologic	Ceramic																Not Specified						mgh09c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09c03
											This study											Archeologic	Ceramic																Not Specified						mgh09c	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09c04
											This study											Archeologic	Ceramic																Not Specified						mgh09e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09e01
											This study											Archeologic	Ceramic																Not Specified						mgh09e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09e02
											This study											Archeologic	Ceramic																Not Specified						mgh09e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09e03
											This study											Archeologic	Ceramic																Not Specified						mgh09e	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09e04
											This study											Archeologic	Ceramic																Not Specified						mgh09f	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09f01
											This study											Archeologic	Ceramic																Not Specified						mgh09f	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09f02
											This study											Archeologic	Ceramic																Not Specified						mgh09f	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09f03
											This study											Archeologic	Ceramic																Not Specified						mgh09g	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09g01
											This study											Archeologic	Ceramic																Not Specified						mgh09g	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09g02
											This study											Archeologic	Ceramic																Not Specified						mgh09g	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09g03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh09h01	Archeologic	Ceramic	6.4e-05	0.01	c	1.11	0.93	2.72	7.78	0.91	0.87	0.89	4.91	11.0	5.0	84.59	7e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h01
2.46	3.978695	1.912336	3.109231	0.327866 : 0.307817 : 0.364317 : -0.016132 : -0.005214 : 0.002627	6.0	0.014972	ATRM	0.365299 : 314.7 : 80.0	0.336018 : 151.8 : 9.6	0.298683 : 241.3 : -2.9	This study	Critical F: 3.1059									mgh09h01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h01
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh09h02	Archeologic	Ceramic	6.77e-05	0.01	c	1.05	0.93	1.03	2.55	0.86	0.81	0.89	2.23	12.0	6.0	54.76	7e-05	Not Specified	873.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h02
3.66	3.301464	1.42285	2.778883	0.322436 : 0.316428 : 0.361136 : -0.017091 : -0.006493 : -0.006621	6.0	0.015306	ATRM	0.362575 : 217.2 : 81.1	0.336755 : 139.5 : -1.9	0.300670 : 229.8 : -8.7	This study	Critical F: 3.1059									mgh09h02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h02
											This study											Archeologic	Ceramic																Not Specified						mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh09h04	Archeologic	Ceramic	6.39e-05	0.02	c	1.11	0.94	1.93	2.17	0.9	0.84	0.89	2.05	11.0	5.0	34.91	6e-05	Not Specified	858.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h04
3.03	8.425253	7.450925	3.35021	0.310817 : 0.323094 : 0.366089 : 0.010639 : 0.004881 : -0.005490	6.0	0.009791	ATRM	0.366978 : 131.2 : 83.0	0.329183 : 59.4 : -2.2	0.303839 : 149.6 : -6.6	This study	Critical F: 3.1059									mgh09h04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h04
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh09h05	Archeologic	Ceramic	6.95e-05	0.01	c	1.02	0.93	2.43	5.6	0.97	0.95	0.9	4.03	13.0	5.0	93.85	6e-05	Not Specified	858.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h05
2.0	12.906161	3.126016	14.370943	0.346190 : 0.307657 : 0.346153 : -0.003179 : 0.002218 : -0.007225	6.0	0.0059	ATRM	0.353713 : 353.3 : -44.5	0.338960 : 178.3 : -45.4	0.307327 : 265.8 : 2.5	This study	Critical F: 3.1059									mgh09h05;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h05
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh09h06	Archeologic	Ceramic	7.85e-05	0.02	c	0.91	0.93	1.44	5.27	0.83	0.79	0.88	2.2	10.0	5.0	29.45	6e-05	Not Specified	858.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h06
2.34	25.110926	19.154805	12.471897	0.337068 : 0.344537 : 0.318395 : 0.028758 : 0.010940 : -0.010877	6.0	0.006301	ATRM	0.369824 : 229.0 : -1.3	0.330823 : 140.6 : 51.0	0.299353 : 138.0 : -39.0	This study	Critical F: 3.1059									mgh09h06;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgh09h	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09h06
											This study											Archeologic	Ceramic																Not Specified						mgh09i	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09i01
											This study											Archeologic	Ceramic																Not Specified						mgh09i	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09i02
											This study											Archeologic	Ceramic																Not Specified						mgh09i	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09i03
											This study											Archeologic	Ceramic																Not Specified						mgh09j	pmagpy-3.4.1: thellier_gui.v.3.0	mgh09j01
