tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	external_database_ids	instrument_codes	magn_moment	magn_volume	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
This study	NRM:	0	256.2	50.4	999-U999A-1H-1-A-132.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	1.7089328213829821e-06	0.011695	1	2.730e+02	999-U999A-1H-1-A-132.5_LP-DIR-AF-61	LT-NO:LP-DIR-AF	g	60	pmagpy-4.2.25-1	999-U999A-1H-1-A-132.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	253.7	31.4	999-U999A-1H-1-A-132.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	9.760128410528213e-07	0.0071538	1	2.730e+02	999-U999A-1H-1-A-132.5_LP-DIR-AF-62	LT-AF-Z:LP-DIR-AF	g	61	pmagpy-4.2.25-1	999-U999A-1H-1-A-132.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	254.1	24.5	999-U999A-1H-1-A-132.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	6.51796053838929e-07	0.0048893	1	2.730e+02	999-U999A-1H-1-A-132.5_LP-DIR-AF-63	LT-AF-Z:LP-DIR-AF	g	62	pmagpy-4.2.25-1	999-U999A-1H-1-A-132.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	255.6	50.2	999-U999A-1H-1-A-135.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	1.6612469171378467e-06	0.011373999999999999	1	2.730e+02	999-U999A-1H-1-A-135.0_LP-DIR-AF-64	LT-NO:LP-DIR-AF	g	63	pmagpy-4.2.25-1	999-U999A-1H-1-A-135.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	253.5	31.3	999-U999A-1H-1-A-135.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	9.381875192625407e-07	0.006878399999999999	1	2.730e+02	999-U999A-1H-1-A-135.0_LP-DIR-AF-65	LT-AF-Z:LP-DIR-AF	g	64	pmagpy-4.2.25-1	999-U999A-1H-1-A-135.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	254.0	24.5	999-U999A-1H-1-A-135.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	6.204040075628138e-07	0.004653	1	2.730e+02	999-U999A-1H-1-A-135.0_LP-DIR-AF-66	LT-AF-Z:LP-DIR-AF	g	65	pmagpy-4.2.25-1	999-U999A-1H-1-A-135.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	257.2	54.5	999-U999A-1H-1-A-137.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	1.6063196074567478e-06	0.010845	1	2.730e+02	999-U999A-1H-1-A-137.5_LP-DIR-AF-67	LT-NO:LP-DIR-AF	g	66	pmagpy-4.2.25-1	999-U999A-1H-1-A-137.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	253.9	35.1	999-U999A-1H-1-A-137.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	8.809247810681682e-07	0.0063698999999999995	1	2.730e+02	999-U999A-1H-1-A-137.5_LP-DIR-AF-68	LT-AF-Z:LP-DIR-AF	g	67	pmagpy-4.2.25-1	999-U999A-1H-1-A-137.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	253.9	28.4	999-U999A-1H-1-A-137.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	5.744575554381716e-07	0.004254	1	2.730e+02	999-U999A-1H-1-A-137.5_LP-DIR-AF-69	LT-AF-Z:LP-DIR-AF	g	68	pmagpy-4.2.25-1	999-U999A-1H-1-A-137.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	23.0	12.1	999-U999A-1H-1-A-14.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.3676699474653963e-06	0.01239	1	2.730e+02	999-U999A-1H-1-A-14.0_LP-DIR-AF-70	LT-NO:LP-DIR-AF	g	69	pmagpy-4.2.25-1	999-U999A-1H-1-A-14.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	22.3	12.3	999-U999A-1H-1-A-14.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.3498866480190106e-06	0.012214000000000001	1	2.730e+02	999-U999A-1H-1-A-14.0_LP-DIR-AF-71	LT-AF-Z:LP-DIR-AF	g	70	pmagpy-4.2.25-1	999-U999A-1H-1-A-14.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	18.7	12.8	999-U999A-1H-1-A-14.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.2689353814911143e-06	0.011458	1	2.730e+02	999-U999A-1H-1-A-14.0_LP-DIR-AF-72	LT-AF-Z:LP-DIR-AF	g	71	pmagpy-4.2.25-1	999-U999A-1H-1-A-14.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	258.4	58.4	999-U999A-1H-1-A-140.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	1.7022651087595023e-06	0.011356999999999999	1	2.730e+02	999-U999A-1H-1-A-140.0_LP-DIR-AF-73	LT-NO:LP-DIR-AF	g	72	pmagpy-4.2.25-1	999-U999A-1H-1-A-140.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	251.8	38.8	999-U999A-1H-1-A-140.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	9.137738789766316e-07	0.0065184	1	2.730e+02	999-U999A-1H-1-A-140.0_LP-DIR-AF-74	LT-AF-Z:LP-DIR-AF	g	73	pmagpy-4.2.25-1	999-U999A-1H-1-A-140.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	251.0	31.9	999-U999A-1H-1-A-140.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	5.956652230070177e-07	0.0043579	1	2.730e+02	999-U999A-1H-1-A-140.0_LP-DIR-AF-75	LT-AF-Z:LP-DIR-AF	g	74	pmagpy-4.2.25-1	999-U999A-1H-1-A-140.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	261.2	58.3	999-U999A-1H-1-A-142.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	1.8869612138303215e-06	0.01259	1	2.730e+02	999-U999A-1H-1-A-142.5_LP-DIR-AF-76	LT-NO:LP-DIR-AF	g	75	pmagpy-4.2.25-1	999-U999A-1H-1-A-142.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	251.5	38.6	999-U999A-1H-1-A-142.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	9.87555344626315e-07	0.0070494	1	2.730e+02	999-U999A-1H-1-A-142.5_LP-DIR-AF-77	LT-AF-Z:LP-DIR-AF	g	76	pmagpy-4.2.25-1	999-U999A-1H-1-A-142.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	250.3	31.5	999-U999A-1H-1-A-142.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	6.462016122697312e-07	0.0047338	1	2.730e+02	999-U999A-1H-1-A-142.5_LP-DIR-AF-78	LT-AF-Z:LP-DIR-AF	g	77	pmagpy-4.2.25-1	999-U999A-1H-1-A-142.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	266.2	58.2	999-U999A-1H-1-A-145.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	2.0165796459661593e-06	0.01346	1	2.730e+02	999-U999A-1H-1-A-145.0_LP-DIR-AF-79	LT-NO:LP-DIR-AF	g	78	pmagpy-4.2.25-1	999-U999A-1H-1-A-145.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	254.0	36.7	999-U999A-1H-1-A-145.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	9.974006661818508e-07	0.0071696	1	2.730e+02	999-U999A-1H-1-A-145.0_LP-DIR-AF-80	LT-AF-Z:LP-DIR-AF	g	79	pmagpy-4.2.25-1	999-U999A-1H-1-A-145.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	253.1	29.9	999-U999A-1H-1-A-145.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	6.473052727268642e-07	0.004767800000000001	1	2.730e+02	999-U999A-1H-1-A-145.0_LP-DIR-AF-81	LT-AF-Z:LP-DIR-AF	g	80	pmagpy-4.2.25-1	999-U999A-1H-1-A-145.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	262.7	57.3	999-U999A-1H-1-A-147.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	1.9378416472973224e-06	0.012972	1	2.730e+02	999-U999A-1H-1-A-147.5_LP-DIR-AF-82	LT-NO:LP-DIR-AF	g	81	pmagpy-4.2.25-1	999-U999A-1H-1-A-147.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	253.1	34.9	999-U999A-1H-1-A-147.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	8.636996083129827e-07	0.0062515	1	2.730e+02	999-U999A-1H-1-A-147.5_LP-DIR-AF-83	LT-AF-Z:LP-DIR-AF	g	82	pmagpy-4.2.25-1	999-U999A-1H-1-A-147.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	253.1	29.2	999-U999A-1H-1-A-147.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	5.557103886918077e-07	0.0041037	1	2.730e+02	999-U999A-1H-1-A-147.5_LP-DIR-AF-84	LT-AF-Z:LP-DIR-AF	g	83	pmagpy-4.2.25-1	999-U999A-1H-1-A-147.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	273.8	74.4	999-U999A-1H-1-A-15.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	4.803711753504367e-06	0.030883999999999998	1	2.730e+02	999-U999A-1H-1-A-15.0_LP-DIR-AF-85	LT-NO:LP-DIR-AF	g	84	pmagpy-4.2.25-1	999-U999A-1H-1-A-15.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	262.7	48.7	999-U999A-1H-1-A-15.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.3436866815894992e-06	0.0092495	1	2.730e+02	999-U999A-1H-1-A-15.0_LP-DIR-AF-86	LT-AF-Z:LP-DIR-AF	g	85	pmagpy-4.2.25-1	999-U999A-1H-1-A-15.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	262.7	42.8	999-U999A-1H-1-A-15.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	8.043083568638336e-07	0.0056560000000000004	1	2.730e+02	999-U999A-1H-1-A-15.0_LP-DIR-AF-87	LT-AF-Z:LP-DIR-AF	g	86	pmagpy-4.2.25-1	999-U999A-1H-1-A-15.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	250.6	56.6	999-U999A-1H-1-A-150.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	1.407498533747016e-06	0.009447	1	2.730e+02	999-U999A-1H-1-A-150.0_LP-DIR-AF-88	LT-NO:LP-DIR-AF	g	87	pmagpy-4.2.25-1	999-U999A-1H-1-A-150.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	246.2	33.9	999-U999A-1H-1-A-150.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	5.472657267726529e-07	0.0039781	1	2.730e+02	999-U999A-1H-1-A-150.0_LP-DIR-AF-89	LT-AF-Z:LP-DIR-AF	g	88	pmagpy-4.2.25-1	999-U999A-1H-1-A-150.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	247.6	29.7	999-U999A-1H-1-A-150.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	3.467543125903411e-07	0.0025588	1	2.730e+02	999-U999A-1H-1-A-150.0_LP-DIR-AF-90	LT-AF-Z:LP-DIR-AF	g	89	pmagpy-4.2.25-1	999-U999A-1H-1-A-150.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	21.3	14.8	999-U999A-1H-1-A-16.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.3839142668532617e-06	0.012336	1	2.730e+02	999-U999A-1H-1-A-16.0_LP-DIR-AF-91	LT-NO:LP-DIR-AF	g	90	pmagpy-4.2.25-1	999-U999A-1H-1-A-16.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	17.1	14.0	999-U999A-1H-1-A-16.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.3216666089827645e-06	0.011857	1	2.730e+02	999-U999A-1H-1-A-16.0_LP-DIR-AF-92	LT-AF-Z:LP-DIR-AF	g	91	pmagpy-4.2.25-1	999-U999A-1H-1-A-16.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	17.9	13.4	999-U999A-1H-1-A-16.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.375917787115204e-06	0.012381999999999999	1	2.730e+02	999-U999A-1H-1-A-16.0_LP-DIR-AF-93	LT-AF-Z:LP-DIR-AF	g	92	pmagpy-4.2.25-1	999-U999A-1H-1-A-16.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	269.1	73.4	999-U999A-1H-1-A-17.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	5.104448772237801e-06	0.032871	1	2.730e+02	999-U999A-1H-1-A-17.5_LP-DIR-AF-94	LT-NO:LP-DIR-AF	g	93	pmagpy-4.2.25-1	999-U999A-1H-1-A-17.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	258.9	50.9	999-U999A-1H-1-A-17.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.485004959924377e-06	0.010148	1	2.730e+02	999-U999A-1H-1-A-17.5_LP-DIR-AF-95	LT-AF-Z:LP-DIR-AF	g	94	pmagpy-4.2.25-1	999-U999A-1H-1-A-17.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	258.3	46.1	999-U999A-1H-1-A-17.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	8.935622090263219e-07	0.0062102	1	2.730e+02	999-U999A-1H-1-A-17.5_LP-DIR-AF-96	LT-AF-Z:LP-DIR-AF	g	95	pmagpy-4.2.25-1	999-U999A-1H-1-A-17.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	16.0	14.5	999-U999A-1H-1-A-18.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.3754114377160023e-06	0.012299	1	2.730e+02	999-U999A-1H-1-A-18.0_LP-DIR-AF-97	LT-NO:LP-DIR-AF	g	96	pmagpy-4.2.25-1	999-U999A-1H-1-A-18.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	17.8	15.0	999-U999A-1H-1-A-18.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.374694323004209e-06	0.012247	1	2.730e+02	999-U999A-1H-1-A-18.0_LP-DIR-AF-98	LT-AF-Z:LP-DIR-AF	g	97	pmagpy-4.2.25-1	999-U999A-1H-1-A-18.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	18.1	15.1	999-U999A-1H-1-A-18.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.3777561465295664e-06	0.012270999999999999	1	2.730e+02	999-U999A-1H-1-A-18.0_LP-DIR-AF-99	LT-AF-Z:LP-DIR-AF	g	98	pmagpy-4.2.25-1	999-U999A-1H-1-A-18.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	19.8	8.7	999-U999A-1H-1-A-2.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.0303216377908405e-06	0.009412	1	2.730e+02	999-U999A-1H-1-A-2.0_LP-DIR-AF-100	LT-NO:LP-DIR-AF	g	99	pmagpy-4.2.25-1	999-U999A-1H-1-A-2.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	24.0	9.3	999-U999A-1H-1-A-2.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	9.61964465611906e-07	0.0087519	1	2.730e+02	999-U999A-1H-1-A-2.0_LP-DIR-AF-101	LT-AF-Z:LP-DIR-AF	g	100	pmagpy-4.2.25-1	999-U999A-1H-1-A-2.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.7	9.4	999-U999A-1H-1-A-2.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	9.486773121035414e-07	0.008625	1	2.730e+02	999-U999A-1H-1-A-2.0_LP-DIR-AF-102	LT-AF-Z:LP-DIR-AF	g	101	pmagpy-4.2.25-1	999-U999A-1H-1-A-2.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	276.4	59.4	999-U999A-1H-1-A-2.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	3.2174662015474224e-06	0.021422	1	2.730e+02	999-U999A-1H-1-A-2.5_LP-DIR-AF-103	LT-NO:LP-DIR-AF	g	102	pmagpy-4.2.25-1	999-U999A-1H-1-A-2.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	263.5	29.2	999-U999A-1H-1-A-2.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.1932643529830261e-06	0.0088214	1	2.730e+02	999-U999A-1H-1-A-2.5_LP-DIR-AF-104	LT-AF-Z:LP-DIR-AF	g	103	pmagpy-4.2.25-1	999-U999A-1H-1-A-2.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	263.1	24.8	999-U999A-1H-1-A-2.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	7.322504451347229e-07	0.005492899999999999	1	2.730e+02	999-U999A-1H-1-A-2.5_LP-DIR-AF-105	LT-AF-Z:LP-DIR-AF	g	104	pmagpy-4.2.25-1	999-U999A-1H-1-A-2.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:: average of multiple measurements	56.5	317.7	74.9	999-U999A-1H-1-A-20.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	2.931e-06	0.035334	2.0	2.730e+02	999-U999A-1H-1-A-20.0_LP-DIR-AF-106	LT-NO:DE-VM:LP-DIR-AF	g	105	pmagpy-4.2.25-1	999-U999A-1H-1-A-20.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	18.2	15.0	999-U999A-1H-1-A-20.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.3708687654549577e-06	0.012216	1	2.730e+02	999-U999A-1H-1-A-20.0_LP-DIR-AF-107	LT-AF-Z:LP-DIR-AF	g	106	pmagpy-4.2.25-1	999-U999A-1H-1-A-20.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	17.6	15.3	999-U999A-1H-1-A-20.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.3455415008464064e-06	0.011963	1	2.730e+02	999-U999A-1H-1-A-20.0_LP-DIR-AF-108	LT-AF-Z:LP-DIR-AF	g	107	pmagpy-4.2.25-1	999-U999A-1H-1-A-20.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:	0	255.1	54.9	999-U999A-1H-1-A-20.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.6470028753162514e-06	0.011105	1	2.730e+02	999-U999A-1H-1-A-20.0_LP-DIR-AF-109	LT-AF-Z:LP-DIR-AF	g	108	pmagpy-4.2.25-1	999-U999A-1H-1-A-20.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:	0	253.4	51.5	999-U999A-1H-1-A-20.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	1.0027713139096073e-06	0.0068378	1	2.730e+02	999-U999A-1H-1-A-20.0_LP-DIR-AF-110	LT-AF-Z:LP-DIR-AF	g	109	pmagpy-4.2.25-1	999-U999A-1H-1-A-20.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	4	2.730e+02
This study	NRM:	0	18.5	15.2	999-U999A-1H-1-A-22.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.3350008042694205e-06	0.01188	1	2.730e+02	999-U999A-1H-1-A-22.0_LP-DIR-AF-111	LT-NO:LP-DIR-AF	g	110	pmagpy-4.2.25-1	999-U999A-1H-1-A-22.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	19.3	16.2	999-U999A-1H-1-A-22.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.2395811092865203e-06	0.010957	1	2.730e+02	999-U999A-1H-1-A-22.0_LP-DIR-AF-112	LT-AF-Z:LP-DIR-AF	g	111	pmagpy-4.2.25-1	999-U999A-1H-1-A-22.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	18.8	16.7	999-U999A-1H-1-A-22.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.214056547323888e-06	0.01069	1	2.730e+02	999-U999A-1H-1-A-22.0_LP-DIR-AF-113	LT-AF-Z:LP-DIR-AF	g	112	pmagpy-4.2.25-1	999-U999A-1H-1-A-22.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	266.9	77.7	999-U999A-1H-1-A-22.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	5.9010785469852035e-06	0.037762000000000004	1	2.730e+02	999-U999A-1H-1-A-22.5_LP-DIR-AF-114	LT-NO:LP-DIR-AF	g	113	pmagpy-4.2.25-1	999-U999A-1H-1-A-22.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	261.7	60.9	999-U999A-1H-1-A-22.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.89644935049687e-06	0.012562	1	2.730e+02	999-U999A-1H-1-A-22.5_LP-DIR-AF-115	LT-AF-Z:LP-DIR-AF	g	114	pmagpy-4.2.25-1	999-U999A-1H-1-A-22.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	260.8	58.6	999-U999A-1H-1-A-22.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	1.1870329009631537e-06	0.007914699999999998	1	2.730e+02	999-U999A-1H-1-A-22.5_LP-DIR-AF-116	LT-AF-Z:LP-DIR-AF	g	115	pmagpy-4.2.25-1	999-U999A-1H-1-A-22.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	20.1	16.0	999-U999A-1H-1-A-24.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.1959094894263528e-06	0.010582	1	2.730e+02	999-U999A-1H-1-A-24.0_LP-DIR-AF-117	LT-NO:LP-DIR-AF	g	116	pmagpy-4.2.25-1	999-U999A-1H-1-A-24.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	18.9	14.1	999-U999A-1H-1-A-24.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.1964110349290498e-06	0.010719	1	2.730e+02	999-U999A-1H-1-A-24.0_LP-DIR-AF-118	LT-AF-Z:LP-DIR-AF	g	117	pmagpy-4.2.25-1	999-U999A-1H-1-A-24.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	18.3	14.4	999-U999A-1H-1-A-24.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.1770471560647007e-06	0.010525	1	2.730e+02	999-U999A-1H-1-A-24.0_LP-DIR-AF-119	LT-AF-Z:LP-DIR-AF	g	118	pmagpy-4.2.25-1	999-U999A-1H-1-A-24.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	274.2	77.7	999-U999A-1H-1-A-25.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	6.39380293960832e-06	0.040914	1	2.730e+02	999-U999A-1H-1-A-25.0_LP-DIR-AF-120	LT-NO:LP-DIR-AF	g	119	pmagpy-4.2.25-1	999-U999A-1H-1-A-25.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	271.3	61.6	999-U999A-1H-1-A-25.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	2.3533337043702494e-06	0.01556	1	2.730e+02	999-U999A-1H-1-A-25.0_LP-DIR-AF-121	LT-AF-Z:LP-DIR-AF	g	120	pmagpy-4.2.25-1	999-U999A-1H-1-A-25.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	270.6	59.5	999-U999A-1H-1-A-25.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	1.53258341663423e-06	0.010193	1	2.730e+02	999-U999A-1H-1-A-25.0_LP-DIR-AF-122	LT-AF-Z:LP-DIR-AF	g	121	pmagpy-4.2.25-1	999-U999A-1H-1-A-25.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
