tab 	measurements
measurement	experiment	specimen	sequence	standard	quality	method_codes	treat_step_num	meas_field_dc	magn_moment	timestamp
LP-FORC-conventional_example-39-77	LP-FORC-conventional_example	conventional_example	1560	u	g	LP-FORC	1560	0.225942	7.675591e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-0	LP-FORC-conventional_example	conventional_example	1561	u	g	LP-FORC	1561	0.2370431	7.810339e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-1	LP-FORC-conventional_example	conventional_example	1562	u	g	LP-FORC	1562	0.008053837	1.415985e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-2	LP-FORC-conventional_example	conventional_example	1563	u	g	LP-FORC	1563	0.01088614	1.624958e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-3	LP-FORC-conventional_example	conventional_example	1564	u	g	LP-FORC	1564	0.01375717	1.825251e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-4	LP-FORC-conventional_example	conventional_example	1565	u	g	LP-FORC	1565	0.01664179	2.0286e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-5	LP-FORC-conventional_example	conventional_example	1566	u	g	LP-FORC	1566	0.01949602	2.223725e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-6	LP-FORC-conventional_example	conventional_example	1567	u	g	LP-FORC	1567	0.02234278	2.395321e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-7	LP-FORC-conventional_example	conventional_example	1568	u	g	LP-FORC	1568	0.02518808	2.564952e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-8	LP-FORC-conventional_example	conventional_example	1569	u	g	LP-FORC	1569	0.0280173	2.74175e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-9	LP-FORC-conventional_example	conventional_example	1570	u	g	LP-FORC	1570	0.03086082	2.898015e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-10	LP-FORC-conventional_example	conventional_example	1571	u	g	LP-FORC	1571	0.03370017	3.05013e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-11	LP-FORC-conventional_example	conventional_example	1572	u	g	LP-FORC	1572	0.03653271	3.204204e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-12	LP-FORC-conventional_example	conventional_example	1573	u	g	LP-FORC	1573	0.03936284	3.346461e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-13	LP-FORC-conventional_example	conventional_example	1574	u	g	LP-FORC	1574	0.04219141	3.482123e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-14	LP-FORC-conventional_example	conventional_example	1575	u	g	LP-FORC	1575	0.04502717	3.616149e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-15	LP-FORC-conventional_example	conventional_example	1576	u	g	LP-FORC	1576	0.04787379	3.754351e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-16	LP-FORC-conventional_example	conventional_example	1577	u	g	LP-FORC	1577	0.05069616	3.876793e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-17	LP-FORC-conventional_example	conventional_example	1578	u	g	LP-FORC	1578	0.05352481	4.000391e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-18	LP-FORC-conventional_example	conventional_example	1579	u	g	LP-FORC	1579	0.05635384	4.128495e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-19	LP-FORC-conventional_example	conventional_example	1580	u	g	LP-FORC	1580	0.05917657	4.237326e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-20	LP-FORC-conventional_example	conventional_example	1581	u	g	LP-FORC	1581	0.06200001	4.353734e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-21	LP-FORC-conventional_example	conventional_example	1582	u	g	LP-FORC	1582	0.06482625	4.4578e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-22	LP-FORC-conventional_example	conventional_example	1583	u	g	LP-FORC	1583	0.06765362	4.56894e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-23	LP-FORC-conventional_example	conventional_example	1584	u	g	LP-FORC	1584	0.07048126	4.665426e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-24	LP-FORC-conventional_example	conventional_example	1585	u	g	LP-FORC	1585	0.07330496	4.766692e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-25	LP-FORC-conventional_example	conventional_example	1586	u	g	LP-FORC	1586	0.07614663	4.862982e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-26	LP-FORC-conventional_example	conventional_example	1587	u	g	LP-FORC	1587	0.07897571	4.966106e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-27	LP-FORC-conventional_example	conventional_example	1588	u	g	LP-FORC	1588	0.08179957	5.044309e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-28	LP-FORC-conventional_example	conventional_example	1589	u	g	LP-FORC	1589	0.08462487	5.136638e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-29	LP-FORC-conventional_example	conventional_example	1590	u	g	LP-FORC	1590	0.08744772	5.222143e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-30	LP-FORC-conventional_example	conventional_example	1591	u	g	LP-FORC	1591	0.0902745	5.312325e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-31	LP-FORC-conventional_example	conventional_example	1592	u	g	LP-FORC	1592	0.09310957	5.388552e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-32	LP-FORC-conventional_example	conventional_example	1593	u	g	LP-FORC	1593	0.09593204	5.465874e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-33	LP-FORC-conventional_example	conventional_example	1594	u	g	LP-FORC	1594	0.09875618	5.535687e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-34	LP-FORC-conventional_example	conventional_example	1595	u	g	LP-FORC	1595	0.1015852	5.608171e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-35	LP-FORC-conventional_example	conventional_example	1596	u	g	LP-FORC	1596	0.1044091	5.683225e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-36	LP-FORC-conventional_example	conventional_example	1597	u	g	LP-FORC	1597	0.1072492	5.752432e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-37	LP-FORC-conventional_example	conventional_example	1598	u	g	LP-FORC	1598	0.1100752	5.823018e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-38	LP-FORC-conventional_example	conventional_example	1599	u	g	LP-FORC	1599	0.1129036	5.890057e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-39	LP-FORC-conventional_example	conventional_example	1600	u	g	LP-FORC	1600	0.1157259	5.9468e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-40	LP-FORC-conventional_example	conventional_example	1601	u	g	LP-FORC	1601	0.1185487	6.004888e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-41	LP-FORC-conventional_example	conventional_example	1602	u	g	LP-FORC	1602	0.1213717	6.069164e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-42	LP-FORC-conventional_example	conventional_example	1603	u	g	LP-FORC	1603	0.1242015	6.12902e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-43	LP-FORC-conventional_example	conventional_example	1604	u	g	LP-FORC	1604	0.1270288	6.181821e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-44	LP-FORC-conventional_example	conventional_example	1605	u	g	LP-FORC	1605	0.1298558	6.243332e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-45	LP-FORC-conventional_example	conventional_example	1606	u	g	LP-FORC	1606	0.1326818	6.296971e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-46	LP-FORC-conventional_example	conventional_example	1607	u	g	LP-FORC	1607	0.1355106	6.347766e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-47	LP-FORC-conventional_example	conventional_example	1608	u	g	LP-FORC	1608	0.1383479	6.393782e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-48	LP-FORC-conventional_example	conventional_example	1609	u	g	LP-FORC	1609	0.1411715	6.457186e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-49	LP-FORC-conventional_example	conventional_example	1610	u	g	LP-FORC	1610	0.1439957	6.493756e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-50	LP-FORC-conventional_example	conventional_example	1611	u	g	LP-FORC	1611	0.1468207	6.547049e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-51	LP-FORC-conventional_example	conventional_example	1612	u	g	LP-FORC	1612	0.1496427	6.591781e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-52	LP-FORC-conventional_example	conventional_example	1613	u	g	LP-FORC	1613	0.1524734	6.646848e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-53	LP-FORC-conventional_example	conventional_example	1614	u	g	LP-FORC	1614	0.1552984	6.695292e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-54	LP-FORC-conventional_example	conventional_example	1615	u	g	LP-FORC	1615	0.1581269	6.733463e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-55	LP-FORC-conventional_example	conventional_example	1616	u	g	LP-FORC	1616	0.1609538	6.784169e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-56	LP-FORC-conventional_example	conventional_example	1617	u	g	LP-FORC	1617	0.1637738	6.824306e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-57	LP-FORC-conventional_example	conventional_example	1618	u	g	LP-FORC	1618	0.1666139	6.86785e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-58	LP-FORC-conventional_example	conventional_example	1619	u	g	LP-FORC	1619	0.1694424	6.913276e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-59	LP-FORC-conventional_example	conventional_example	1620	u	g	LP-FORC	1620	0.1722662	6.959108e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-60	LP-FORC-conventional_example	conventional_example	1621	u	g	LP-FORC	1621	0.1750894	6.993046e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-61	LP-FORC-conventional_example	conventional_example	1622	u	g	LP-FORC	1622	0.1779056	7.038936e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-62	LP-FORC-conventional_example	conventional_example	1623	u	g	LP-FORC	1623	0.1807341	7.073825e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-63	LP-FORC-conventional_example	conventional_example	1624	u	g	LP-FORC	1624	0.1835577	7.118823e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-64	LP-FORC-conventional_example	conventional_example	1625	u	g	LP-FORC	1625	0.1863766	7.150743e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-65	LP-FORC-conventional_example	conventional_example	1626	u	g	LP-FORC	1626	0.1892051	7.191938e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-66	LP-FORC-conventional_example	conventional_example	1627	u	g	LP-FORC	1627	0.192025	7.23559e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-67	LP-FORC-conventional_example	conventional_example	1628	u	g	LP-FORC	1628	0.1948508	7.277313e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-68	LP-FORC-conventional_example	conventional_example	1629	u	g	LP-FORC	1629	0.1976954	7.310672e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-69	LP-FORC-conventional_example	conventional_example	1630	u	g	LP-FORC	1630	0.2005182	7.34342e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-70	LP-FORC-conventional_example	conventional_example	1631	u	g	LP-FORC	1631	0.2033396	7.385946e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-71	LP-FORC-conventional_example	conventional_example	1632	u	g	LP-FORC	1632	0.2061629	7.418269e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-72	LP-FORC-conventional_example	conventional_example	1633	u	g	LP-FORC	1633	0.2089824	7.45586e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-73	LP-FORC-conventional_example	conventional_example	1634	u	g	LP-FORC	1634	0.2118134	7.499699e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-74	LP-FORC-conventional_example	conventional_example	1635	u	g	LP-FORC	1635	0.2146389	7.532365e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-75	LP-FORC-conventional_example	conventional_example	1636	u	g	LP-FORC	1636	0.2174646	7.564965e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-76	LP-FORC-conventional_example	conventional_example	1637	u	g	LP-FORC	1637	0.2202941	7.604178e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-77	LP-FORC-conventional_example	conventional_example	1638	u	g	LP-FORC	1638	0.2231078	7.628631e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-78	LP-FORC-conventional_example	conventional_example	1639	u	g	LP-FORC	1639	0.2259398	7.672304e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-40-79	LP-FORC-conventional_example	conventional_example	1640	u	g	LP-FORC	1640	0.2287777	7.704749e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-0	LP-FORC-conventional_example	conventional_example	1641	u	g	LP-FORC	1641	0.2370444	7.807617e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-1	LP-FORC-conventional_example	conventional_example	1642	u	g	LP-FORC	1642	0.005232879	1.138833e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-2	LP-FORC-conventional_example	conventional_example	1643	u	g	LP-FORC	1643	0.008059095	1.369295e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-3	LP-FORC-conventional_example	conventional_example	1644	u	g	LP-FORC	1644	0.01093181	1.583707e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-4	LP-FORC-conventional_example	conventional_example	1645	u	g	LP-FORC	1645	0.01379166	1.794279e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-5	LP-FORC-conventional_example	conventional_example	1646	u	g	LP-FORC	1646	0.01667234	1.998616e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-6	LP-FORC-conventional_example	conventional_example	1647	u	g	LP-FORC	1647	0.01952078	2.193354e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-7	LP-FORC-conventional_example	conventional_example	1648	u	g	LP-FORC	1648	0.02236058	2.371847e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-8	LP-FORC-conventional_example	conventional_example	1649	u	g	LP-FORC	1649	0.02520155	2.551056e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-9	LP-FORC-conventional_example	conventional_example	1650	u	g	LP-FORC	1650	0.02802534	2.719181e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-10	LP-FORC-conventional_example	conventional_example	1651	u	g	LP-FORC	1651	0.03086693	2.883119e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-11	LP-FORC-conventional_example	conventional_example	1652	u	g	LP-FORC	1652	0.03370558	3.041649e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-12	LP-FORC-conventional_example	conventional_example	1653	u	g	LP-FORC	1653	0.03653712	3.188152e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-13	LP-FORC-conventional_example	conventional_example	1654	u	g	LP-FORC	1654	0.03936629	3.331952e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-14	LP-FORC-conventional_example	conventional_example	1655	u	g	LP-FORC	1655	0.04219377	3.471939e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-15	LP-FORC-conventional_example	conventional_example	1656	u	g	LP-FORC	1656	0.04502856	3.615341e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-16	LP-FORC-conventional_example	conventional_example	1657	u	g	LP-FORC	1657	0.04787572	3.736151e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-17	LP-FORC-conventional_example	conventional_example	1658	u	g	LP-FORC	1658	0.05070079	3.880568e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-18	LP-FORC-conventional_example	conventional_example	1659	u	g	LP-FORC	1659	0.0535294	3.992187e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-19	LP-FORC-conventional_example	conventional_example	1660	u	g	LP-FORC	1660	0.05635376	4.113849e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-20	LP-FORC-conventional_example	conventional_example	1661	u	g	LP-FORC	1661	0.05917761	4.238414e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-21	LP-FORC-conventional_example	conventional_example	1662	u	g	LP-FORC	1662	0.0620025	4.341427e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-22	LP-FORC-conventional_example	conventional_example	1663	u	g	LP-FORC	1663	0.06483066	4.455699e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-23	LP-FORC-conventional_example	conventional_example	1664	u	g	LP-FORC	1664	0.06765477	4.5644e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-24	LP-FORC-conventional_example	conventional_example	1665	u	g	LP-FORC	1665	0.07048262	4.665448e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-25	LP-FORC-conventional_example	conventional_example	1666	u	g	LP-FORC	1666	0.07330433	4.764246e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-26	LP-FORC-conventional_example	conventional_example	1667	u	g	LP-FORC	1667	0.07614457	4.860906e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-27	LP-FORC-conventional_example	conventional_example	1668	u	g	LP-FORC	1668	0.07898149	4.948205e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-28	LP-FORC-conventional_example	conventional_example	1669	u	g	LP-FORC	1669	0.08180846	5.05333e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-29	LP-FORC-conventional_example	conventional_example	1670	u	g	LP-FORC	1670	0.08462924	5.133653e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-30	LP-FORC-conventional_example	conventional_example	1671	u	g	LP-FORC	1671	0.08745164	5.221399e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-31	LP-FORC-conventional_example	conventional_example	1672	u	g	LP-FORC	1672	0.09027835	5.304018e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-32	LP-FORC-conventional_example	conventional_example	1673	u	g	LP-FORC	1673	0.09311173	5.381108e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-33	LP-FORC-conventional_example	conventional_example	1674	u	g	LP-FORC	1674	0.09593136	5.457708e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-34	LP-FORC-conventional_example	conventional_example	1675	u	g	LP-FORC	1675	0.09875547	5.540108e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-35	LP-FORC-conventional_example	conventional_example	1676	u	g	LP-FORC	1676	0.1015833	5.612788e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-36	LP-FORC-conventional_example	conventional_example	1677	u	g	LP-FORC	1677	0.1044057	5.685645e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-37	LP-FORC-conventional_example	conventional_example	1678	u	g	LP-FORC	1678	0.1072491	5.747654e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-38	LP-FORC-conventional_example	conventional_example	1679	u	g	LP-FORC	1679	0.1100775	5.821262e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-39	LP-FORC-conventional_example	conventional_example	1680	u	g	LP-FORC	1680	0.1129005	5.883926e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-40	LP-FORC-conventional_example	conventional_example	1681	u	g	LP-FORC	1681	0.1157266	5.94562e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-41	LP-FORC-conventional_example	conventional_example	1682	u	g	LP-FORC	1682	0.118549	6.005194e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-42	LP-FORC-conventional_example	conventional_example	1683	u	g	LP-FORC	1683	0.1213741	6.072783e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-43	LP-FORC-conventional_example	conventional_example	1684	u	g	LP-FORC	1684	0.1242053	6.123445e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-41-44	LP-FORC-conventional_example	conventional_example	1685	u	g	LP-FORC	1685	0.1270299	6.184239e-07	2016-04-13T13:20:00
